season,league,team,played,att_goals,def_goals,att_shots,def_shots,ppg,gd_per_game,position,promoted
2018,E1,Wigan,46,0.6661600000000001,1.29475,0.6992,1.1546249999999998,1.13,-0.283,18,1
2018,E1,QPR,46,0.69576,1.43875,0.8558400000000002,1.2751249999999998,1.109,-0.391,19,1
2018,E1,Reading,46,0.6408800000000001,1.333375,0.7312000000000001,1.6025,1.022,-0.37,20,1
2018,E1,Millwall,46,0.62696,1.292,0.6884800000000001,1.050875,0.957,-0.348,21,1
2018,E1,Rotherham,46,0.6884800000000001,1.68125,0.7873600000000001,1.50375,0.87,-0.674,22,1
2018,E1,Bolton,46,0.38224,1.55425,0.54168,1.4526249999999998,0.696,-1.065,23,1
2018,E1,Ipswich,46,0.47432,1.5418749999999999,0.56072,1.26775,0.674,-0.891,24,1
2019,E1,Leeds,46,0.9972799999999999,0.729,1.1078400000000002,0.894625,2.022,0.913,1,1
2019,E1,West Brom,46,1.0044000000000002,0.9376249999999999,0.9788800000000001,1.0981249999999998,1.804,0.696,2,1
2019,E1,Fulham,46,0.8364000000000001,0.990875,0.95496,1.1735,1.761,0.348,3,1
2019,E1,Brentford,46,1.0384,0.79325,1.01328,0.946,1.761,0.913,4,1
2019,E1,Cardiff,46,0.89512,1.20125,0.81664,1.13,1.587,0.217,5,1
2019,E1,Swansea,46,0.8131200000000001,1.0927499999999999,0.83096,1.165625,1.522,0.196,6,1
2019,E1,Nott'm Forest,46,0.7589600000000001,1.0278749999999999,0.67712,1.204,1.522,0.174,7,1
2019,E1,Millwall,46,0.7464000000000001,1.04775,0.7821600000000001,1.3216249999999998,1.478,0.13,8,1
2019,E1,Preston,46,0.77424,1.111,0.7231200000000001,1.09675,1.435,0.109,9,1
2019,E1,Derby,46,0.81952,1.32,0.8057600000000001,1.3718749999999997,1.391,-0.043,10,1
2019,E1,Bristol City,46,0.7936000000000001,1.3387499999999999,0.68696,1.4318749999999998,1.37,-0.109,11,1
2019,E1,Blackburn,46,0.8719200000000001,1.3031249999999999,0.7984,1.267375,1.37,0.065,12,1
2019,E1,Wigan,46,0.74904,1.150625,0.8162400000000001,1.116125,1.283,0.022,13,1
2019,E1,QPR,46,0.8935200000000001,1.5738750000000001,0.84952,1.347375,1.261,-0.196,14,1
2019,E1,Reading,46,0.7764800000000001,1.1935,0.78688,1.4949999999999999,1.217,0.022,15,1
2019,E1,Sheffield Weds,46,0.76768,1.3575,0.83072,1.1586249999999998,1.217,-0.174,16,1
2019,E1,Stoke,46,0.8219200000000001,1.40275,0.78776,1.204375,1.217,-0.13,17,1
2019,E1,Middlesbrough,46,0.6328800000000001,1.2454999999999998,0.69208,1.2738749999999999,1.152,-0.283,18,1
2019,E1,Huddersfield,46,0.69008,1.433625,0.7172000000000001,1.2135,1.109,-0.391,19,1
2019,E1,Luton,46,0.72296,1.6825,0.5732,1.539375,1.109,-0.609,20,1
2019,E1,Birmingham,46,0.71928,1.5384999999999998,0.73584,1.24925,1.087,-0.457,21,1
2019,E1,Barnsley,46,0.6497600000000001,1.410125,0.85336,1.3267499999999999,1.065,-0.435,22,1
2019,E1,Charlton,46,0.66112,1.3292499999999998,0.66688,1.526625,1.043,-0.326,23,1
2019,E1,Hull,46,0.766,1.78925,0.7141600000000001,1.4477499999999999,0.978,-0.652,24,1
2020,E1,Norwich,46,1.1164,0.8633749999999999,1.1475199999999999,1.2,2.109,0.848,1,1
2020,E1,Watford,46,0.93296,0.7122499999999999,0.8051200000000001,0.853,1.978,0.717,2,1
2020,E1,Brentford,46,1.18192,1.011,0.9801600000000001,1.0975,1.891,0.804,3,1
2020,E1,Swansea,46,0.8352,0.9209999999999999,0.7732000000000001,1.085125,1.739,0.37,4,1
2020,E1,Barnsley,46,0.87296,1.18325,0.8597600000000001,1.09025,1.696,0.174,5,1
2020,E1,Bournemouth,46,1.0956,1.102,0.96448,1.347875,1.674,0.587,6,1
2020,E1,Reading,46,0.9363200000000002,1.282375,0.9460800000000001,1.232375,1.522,0.174,7,1
2020,E1,Cardiff,46,0.9928000000000001,1.16725,0.94736,1.2705,1.478,0.37,8,1
2020,E1,QPR,46,0.86136,1.3007499999999999,0.8308800000000001,1.42125,1.478,0.043,9,1
2020,E1,Middlesbrough,46,0.8297599999999999,1.2512499999999998,0.7240000000000001,1.0371249999999999,1.391,0.043,10,1
2020,E1,Millwall,46,0.70824,1.219625,0.7452000000000001,1.30175,1.348,-0.109,11,1
2020,E1,Luton,46,0.6177600000000001,1.213625,0.7268,1.150125,1.348,-0.239,12,1
2020,E1,Preston,46,0.7408800000000001,1.31575,0.7538400000000001,1.26475,1.326,-0.152,13,1
2020,E1,Stoke,46,0.75352,1.2226249999999999,0.67096,1.02675,1.304,-0.043,14,1
2020,E1,Blackburn,46,0.9817600000000001,1.2854999999999999,1.10496,1.220125,1.239,0.239,15,1
2020,E1,Coventry,46,0.74392,1.4335,0.79216,1.2522499999999999,1.196,-0.261,16,1
2020,E1,Birmingham,46,0.56144,1.4193749999999998,0.62432,1.30825,1.13,-0.522,17,1
2020,E1,Nott'm Forest,46,0.55424,1.04675,0.64256,1.257125,1.13,-0.174,18,1
2020,E1,Bristol City,46,0.70232,1.594375,0.6294400000000001,1.5403749999999998,1.109,-0.478,19,1
2020,E1,Huddersfield,46,0.76544,1.670375,0.7372000000000001,1.556875,1.065,-0.457,20,1
2020,E1,Sheffield Weds,46,0.60704,1.4228750000000001,0.6524000000000001,1.26525,1.022,-0.457,21,1
2020,E1,Derby,46,0.54496,1.3483749999999999,0.7190400000000001,1.22475,0.957,-0.478,22,1
2020,E1,Wycombe,46,0.5957600000000001,1.6084999999999998,0.69936,1.6062499999999997,0.935,-0.652,23,1
2020,E1,Rotherham,46,0.6673600000000001,1.4041249999999998,0.7232000000000001,1.390375,0.913,-0.348,24,1
2021,E1,Fulham,46,1.6049600000000002,1.0639999999999998,1.16296,1.049375,1.957,1.37,2,1
2021,E1,Bournemouth,46,1.11616,0.941375,0.8910399999999999,1.16125,1.913,0.761,3,1
2021,E1,Huddersfield,47,0.97096,1.126375,0.80288,1.4779999999999998,1.745,0.34,4,1
2021,E1,Nott'm Forest,46,1.10184,0.964875,0.836,1.292875,1.739,0.717,5,1
2021,E1,Sheffield United,46,0.9543200000000001,1.0775,0.7893600000000001,1.1095,1.63,0.391,6,1
2021,E1,Luton,47,0.9350400000000001,1.2913749999999997,0.6796000000000001,1.22775,1.617,0.17,7,1
2021,E1,Blackburn,47,0.89168,1.1673749999999998,0.8091200000000001,1.3359999999999999,1.532,0.213,8,1
2021,E1,Millwall,47,0.81616,1.048,0.76536,1.226,1.532,0.213,9,1
2021,E1,Middlesbrough,47,0.8970400000000001,1.194375,0.8231999999999999,1.0945,1.511,0.191,10,1
2021,E1,West Brom,47,0.78776,1.0687499999999999,0.7869600000000001,0.8935,1.447,0.149,11,1
2021,E1,QPR,47,0.9015200000000001,1.4018749999999998,0.78264,1.508875,1.404,0.0,12,1
2021,E1,Preston,47,0.794,1.33025,0.7116,1.365875,1.383,-0.085,13,1
2021,E1,Coventry,47,0.91848,1.41025,0.96344,1.2038749999999998,1.383,0.021,14,1
2021,E1,Blackpool,47,0.8138400000000001,1.3516249999999999,0.68024,1.38825,1.34,-0.064,15,1
2021,E1,Stoke,47,0.8542400000000001,1.2611249999999998,0.69376,1.174875,1.319,0.064,16,1
2021,E1,Swansea,47,0.89392,1.6233749999999998,0.78712,1.521625,1.319,-0.213,17,1
2021,E1,Derby,46,0.68544,1.252375,0.63224,1.3968749999999999,1.196,-0.174,18,1
2021,E1,Cardiff,47,0.77032,1.6135,0.7176,1.26175,1.191,-0.362,19,1
2021,E1,Bristol City,47,0.9588800000000002,1.862625,0.7040000000000001,1.665375,1.17,-0.34,20,1
2021,E1,Hull,47,0.63648,1.26675,0.5957600000000001,1.643125,1.149,-0.255,21,1
2021,E1,Birmingham,47,0.7577600000000001,1.7385,0.68424,1.49875,1.021,-0.532,22,1
2021,E1,Wigan,1,0.0,0.0,0.96184,0.7384999999999999,1.0,0.0,23,1
2021,E1,Rotherham,1,0.59336,1.0776249999999998,1.38136,1.6689999999999998,1.0,0.0,24,1
2021,E1,Reading,47,0.82576,2.0524999999999998,0.6924000000000001,1.7627499999999998,1.0,-0.723,25,1
2021,E1,Sunderland,1,0.6830400000000001,1.0487499999999998,1.0912000000000002,0.5453749999999999,1.0,0.0,26,1
2021,E1,Peterboro,46,0.672,2.054375,0.6498400000000001,1.6362499999999998,0.804,-0.957,27,1
2021,E1,Barnsley,46,0.51,1.7101250000000001,0.67176,1.668,0.652,-0.87,28,1
2022,E1,Burnley,45,1.23144,0.810125,0.99712,1.0298749999999999,2.178,1.133,1,1
2022,E1,Sheffield United,46,1.02264,0.875375,1.04312,0.98275,1.978,0.739,2,1
2022,E1,Luton,45,0.8170400000000001,0.881875,0.79032,0.936875,1.756,0.4,3,1
2022,E1,Middlesbrough,45,1.2040800000000003,1.27675,0.9077600000000001,1.21475,1.644,0.622,4,1
2022,E1,Coventry,45,0.82016,1.0259999999999998,0.92296,1.16425,1.533,0.267,5,1
2022,E1,Sunderland,45,0.9676800000000001,1.2362499999999998,0.90552,1.24525,1.511,0.289,6,1
2022,E1,Blackburn,45,0.7432000000000001,1.2149999999999999,0.7692800000000001,1.309875,1.467,-0.067,7,1
2022,E1,Millwall,45,0.7936000000000001,1.13275,0.85032,1.146125,1.444,0.111,8,1
2022,E1,Swansea,45,0.9800800000000001,1.4385,1.01288,1.24125,1.444,0.089,9,1
2022,E1,West Brom,45,0.84016,1.19475,0.8961600000000001,1.07375,1.444,0.133,10,1
2022,E1,Preston,45,0.65672,1.3179999999999998,0.74248,1.2808749999999998,1.378,-0.311,11,1
2022,E1,Norwich,45,0.82608,1.195875,0.92128,1.305375,1.378,0.089,12,1
2022,E1,Watford,46,0.79264,1.17475,0.7989600000000001,1.379125,1.37,0.065,13,1
2022,E1,Bristol City,45,0.784,1.22,0.69152,1.2133749999999999,1.311,0.0,14,1
2022,E1,Hull,45,0.71304,1.352875,0.63224,1.37825,1.222,-0.244,15,1
2022,E1,Huddersfield,45,0.6799200000000001,1.390125,0.7265600000000001,1.470625,1.178,-0.311,16,1
2022,E1,Stoke,45,0.7942400000000001,1.1781249999999999,0.9481600000000001,1.1269999999999998,1.178,0.067,17,1
2022,E1,Birmingham,45,0.6787200000000001,1.3064999999999998,0.7013600000000001,1.2631249999999998,1.156,-0.244,18,1
2022,E1,Reading,45,0.6778400000000001,1.504125,0.63456,1.3051249999999999,1.111,-0.467,19,1
2022,E1,QPR,45,0.6452800000000001,1.5707499999999999,0.7369600000000001,1.36725,1.111,-0.578,20,1
2022,E1,Rotherham,45,0.7008800000000001,1.3367499999999999,0.59616,1.66525,1.089,-0.244,21,1
2022,E1,Cardiff,45,0.58072,1.299875,0.7125600000000001,1.151125,1.022,-0.4,22,1
2022,E1,Wigan,45,0.55584,1.448,0.59104,1.181375,0.978,-0.6,23,1
2022,E1,Blackpool,45,0.6940000000000001,1.617,0.67088,1.5676249999999998,0.911,-0.556,24,1
2023,E1,Leicester,46,1.13952,0.8473749999999999,0.9948800000000001,1.0607499999999999,2.109,1.043,1,1
2023,E1,Ipswich,46,1.1916,1.1815,1.06264,1.1235,2.087,0.761,2,1
2023,E1,Leeds,46,1.0384,0.8837499999999999,0.9960800000000001,0.859125,1.957,0.826,3,1
2023,E1,Southampton,46,1.1316000000000002,1.3014999999999999,1.0834400000000002,1.131375,1.891,0.522,4,1
2023,E1,West Brom,46,0.89968,0.958625,0.6773600000000001,0.965875,1.63,0.5,5,1
2023,E1,Norwich,46,1.028,1.314625,0.8384800000000001,1.31625,1.587,0.326,6,1
2023,E1,Hull,46,0.8820000000000001,1.2226249999999999,0.954,1.18825,1.522,0.174,7,1
2023,E1,Middlesbrough,46,0.92232,1.2661249999999997,0.9381600000000001,1.20675,1.5,0.196,8,1
2023,E1,Coventry,46,0.9073600000000002,1.2038749999999998,0.8170400000000001,1.2889999999999997,1.391,0.239,9,1
2023,E1,Preston,46,0.7296800000000001,1.3539999999999999,0.61272,1.383125,1.37,-0.239,10,1
2023,E1,Cardiff,46,0.6920000000000001,1.4117499999999998,0.7262400000000001,1.289125,1.348,-0.37,11,1
2023,E1,Bristol City,46,0.6828000000000001,1.028,0.70816,1.22375,1.348,0.043,12,1
2023,E1,Millwall,46,0.58128,1.102625,0.6925600000000001,1.08825,1.283,-0.217,13,1
2023,E1,Swansea,46,0.76776,1.31625,0.7408000000000001,1.3735,1.239,-0.13,14,1
2023,E1,Stoke,46,0.6352000000000001,1.206375,0.69216,1.241875,1.217,-0.239,15,1
2023,E1,QPR,46,0.6084,1.1644999999999999,0.7280000000000001,1.193,1.217,-0.239,16,1
2023,E1,Watford,46,0.7916000000000001,1.236875,0.7853600000000001,1.33825,1.217,0.0,17,1
2023,E1,Sunderland,46,0.67136,1.087875,0.91176,1.153125,1.217,-0.043,18,1
2023,E1,Sheffield Weds,46,0.57352,1.36275,0.64136,1.1809999999999998,1.152,-0.522,19,1
2023,E1,Blackburn,46,0.78584,1.4999999999999998,0.80992,1.4753749999999999,1.152,-0.304,20,1
2023,E1,Plymouth,46,0.77048,1.41775,0.8908,1.4041249999999998,1.109,-0.239,21,1
2023,E1,Birmingham,46,0.6504800000000001,1.3079999999999998,0.72536,1.41725,1.087,-0.326,22,1
2023,E1,Huddersfield,46,0.62968,1.54775,0.71152,1.3584999999999998,0.978,-0.63,23,1
2023,E1,Rotherham,46,0.48936,1.7755,0.46112000000000003,1.73875,0.587,-1.13,24,1
2024,E1,Burnley,46,0.9508,0.35812499999999997,0.82488,0.789625,2.174,1.152,1,1
2024,E1,Leeds,46,1.3236,0.6855,1.15968,0.7323749999999999,2.174,1.413,2,1
2024,E1,Sheffield United,46,0.88128,0.8026249999999999,0.85472,1.052125,2.0,0.587,3,1
2024,E1,Sunderland,46,0.8162400000000001,0.977625,0.85344,1.00975,1.652,0.304,4,1
2024,E1,Coventry,46,0.9106400000000001,1.29525,0.9007999999999999,1.238875,1.5,0.13,5,1
2024,E1,Bristol City,46,0.83744,1.2233749999999999,0.8556800000000001,1.23575,1.478,0.087,6,1
2024,E1,Millwall,46,0.66376,1.07975,0.7488000000000001,1.1092499999999998,1.435,-0.043,7,1
2024,E1,Blackburn,46,0.7480800000000001,1.0625,0.7214400000000001,1.2688749999999998,1.435,0.109,8,1
2024,E1,West Brom,46,0.8039999999999999,1.0434999999999999,0.7804000000000001,1.11825,1.391,0.217,9,1
2024,E1,Middlesbrough,45,0.88712,1.2485,0.98112,1.24075,1.356,0.133,10,1
2024,E1,Swansea,46,0.72424,1.2379999999999998,0.74232,1.207125,1.326,-0.109,11,1
2024,E1,Sheffield Weds,46,0.8609600000000001,1.53675,0.8193600000000001,1.226375,1.261,-0.196,12,1
2024,E1,Watford,46,0.7556,1.35075,0.7618400000000001,1.43325,1.239,-0.174,13,1
2024,E1,Norwich,46,1.01848,1.5276249999999998,0.8660000000000001,1.2788749999999998,1.239,0.065,14,1
2024,E1,QPR,46,0.7568,1.39525,0.7899200000000001,1.30175,1.217,-0.217,15,1
2024,E1,Portsmouth,46,0.83352,1.5788749999999998,0.7643200000000001,1.5247499999999998,1.174,-0.283,16,1
2024,E1,Oxford,46,0.70064,1.4351249999999998,0.68984,1.455625,1.152,-0.348,17,1
2024,E1,Stoke,45,0.6408,1.33025,0.7304,1.5347499999999998,1.133,-0.333,18,1
2024,E1,Hull,45,0.642,1.1886249999999998,0.7489600000000001,1.26575,1.089,-0.2,19,1
2024,E1,Derby,46,0.6816,1.2351249999999998,0.65144,1.166375,1.087,-0.174,20,1
2024,E1,Preston,46,0.6831200000000001,1.3013749999999997,0.70648,1.211875,1.087,-0.239,21,1
2024,E1,Luton,46,0.64536,1.518875,0.72512,1.416375,1.065,-0.522,22,1
2024,E1,Plymouth,46,0.7425600000000001,1.947375,0.6466400000000001,1.7524999999999997,1.0,-0.804,23,1
2024,E1,Cardiff,45,0.69136,1.639375,0.87632,1.4289999999999998,0.911,-0.578,24,1
2025,E1,Coventry,46,1.28336,0.964875,1.0893599999999999,1.13275,2.065,1.13,1,1
2025,E1,Ipswich,46,1.0596,0.99525,0.99504,1.113375,1.826,0.717,2,1
2025,E1,Millwall,46,0.84856,1.02575,0.82272,1.183125,1.804,0.326,3,1
2025,E1,Southampton,46,1.09336,1.1881249999999999,1.04368,1.16375,1.739,0.565,4,1
2025,E1,Middlesbrough,46,0.9534400000000001,0.9894999999999999,0.9704000000000002,1.0107499999999998,1.739,0.543,5,1
2025,E1,Hull,46,0.9398400000000001,1.3884999999999998,0.8137600000000001,1.4698749999999998,1.587,0.087,6,1
2025,E1,Wrexham,46,0.92576,1.366375,0.7416,1.3442499999999997,1.543,0.087,7,1
2025,E1,Derby,46,0.8948800000000001,1.23825,0.70592,1.288625,1.5,0.174,8,1
2025,E1,Norwich,46,0.8395200000000002,1.1717499999999998,0.87416,1.193125,1.413,0.152,9,1
2025,E1,Swansea,46,0.76112,1.22925,0.76808,1.372875,1.391,-0.043,10,1
2025,E1,Birmingham,46,0.7594400000000001,1.166625,0.8072800000000001,1.088625,1.391,0.022,11,1
2025,E1,Bristol City,46,0.7878400000000001,1.2309999999999999,0.8058400000000001,1.342375,1.348,0.0,12,1
2025,E1,Preston,46,0.7359200000000001,1.29,0.7064,1.3084999999999998,1.304,-0.152,13,1
2025,E1,Sheffield United,46,0.886,1.384375,0.8392,1.3112499999999998,1.304,0.0,14,1
2025,E1,QPR,46,0.82296,1.526,0.7996800000000001,1.2751249999999998,1.261,-0.261,15,1
2025,E1,Watford,46,0.71064,1.3505,0.8719200000000001,1.26,1.239,-0.261,16,1
2025,E1,Stoke,46,0.67936,1.1615,0.7420800000000001,1.197875,1.196,-0.109,17,1
2025,E1,Portsmouth,46,0.6564800000000001,1.325875,0.7208800000000001,1.20325,1.196,-0.326,18,1
2025,E1,Charlton,46,0.5868800000000001,1.1969999999999998,0.69312,1.287625,1.152,-0.304,19,1
2025,E1,West Brom,46,0.64024,1.2005,0.78768,0.9941249999999999,1.152,-0.217,20,1
2025,E1,Leicester,46,0.7795200000000001,1.418125,0.81608,1.2495,1.13,-0.217,21,1
2025,E1,Blackburn,46,0.5593600000000001,1.1541249999999998,0.6212,1.130625,1.13,-0.304,22,1
2025,E1,Oxford,46,0.6006400000000001,1.2186249999999998,0.6670400000000001,1.272625,1.022,-0.304,23,1
2025,E1,Sheffield Weds,46,0.39528,1.8181249999999998,0.49672000000000005,1.806125,0.391,-1.304,24,1
2026,E1,Charlton,4,0.6528,0.7058749999999999,0.46264000000000005,1.450375,2.5,0.75,1,1
2026,E1,Swansea,4,1.16792,0.219875,1.1728,0.6174999999999999,2.5,1.5,2,1
2026,E1,QPR,4,0.8376,0.642375,0.9812,0.748875,2.5,1.0,3,1
2026,E1,Wolves,4,1.3208000000000002,2.2855,0.8364000000000001,1.6445,1.75,0.75,4,1
2026,E1,West Brom,4,0.73568,1.593,0.8012000000000001,1.2758749999999999,1.75,0.25,5,1
2026,E1,Middlesbrough,4,0.7536,1.4931249999999998,0.8332800000000001,1.3568749999999998,1.75,0.5,6,1
2026,E1,Bristol City,4,0.82864,1.549625,0.7796000000000001,0.8594999999999999,1.75,0.25,7,1
2026,E1,Southampton,4,1.6776800000000003,1.2151249999999998,1.20856,1.111875,1.75,1.25,8,1
2026,E1,Millwall,4,0.75112,1.26975,0.8444000000000002,0.68375,1.5,-0.5,9,1
2026,E1,Sheffield United,4,0.9592800000000001,0.704375,0.52528,1.13375,1.5,0.25,10,1
2026,E1,Birmingham,4,0.79456,0.5725,0.7254400000000001,1.0115,1.5,0.25,11,1
2026,E1,Blackburn,4,0.58792,0.9884999999999999,0.6094400000000001,1.014125,1.25,0.0,12,1
2026,E1,West Ham,4,0.89024,1.4071249999999997,0.85984,1.512125,1.25,0.25,13,1
2026,E1,Wrexham,4,1.00688,0.7747499999999999,0.95384,0.81375,1.25,0.5,14,1
2026,E1,Watford,4,0.73448,0.6773750000000001,0.99856,0.7818749999999999,1.25,-0.25,15,1
2026,E1,Bolton,4,0.60928,1.3083749999999998,0.8088,2.083,1.0,-0.25,16,1
2026,E1,Lincoln,4,0.34664000000000006,1.2295,0.36008,1.69275,1.0,-0.5,17,1
2026,E1,Derby,4,0.80496,1.23825,0.7243200000000001,1.6618749999999998,1.0,-0.5,18,1
2026,E1,Stoke,4,0.48136,1.2338749999999998,0.44608000000000003,1.175375,0.75,-1.25,19,1
2026,E1,Norwich,4,0.50664,1.863125,1.16032,1.4674999999999998,0.75,-0.5,20,1
2026,E1,Cardiff,4,1.17944,1.2526249999999999,1.23232,1.6969999999999998,0.75,-0.25,21,1
2026,E1,Portsmouth,4,0.71296,1.8329999999999997,0.80192,1.48675,0.75,-0.75,22,1
2026,E1,Burnley,4,0.5181600000000001,2.2455,0.67832,1.0975,0.5,-1.25,23,1
2026,E1,Preston,4,0.34144,1.6967499999999998,0.39544,1.622125,0.0,-1.5,24,1
